Titulo,Categoria,Url,Raciones,Ingredientes,Instrucciones
Berenjenas rellenas de carne,Verduras y guarniciones,https://www.eladerezo.com/recetas/berenjenas-rellenas-de-carne-2.html,,9 ingredientes: 2 berenjenas - 250 g Pollo - 1 cucharada tomate concentrado - 50 g Cebollas - 1 diente Ajos - Aceite de oliva - queso - sal - nuez moscada,Instrucciones: 1) Ponemos en remojo de agua y sal durante 15 minutos para que se vaya el posible amargor que pudiera tener la carne de la berenjena. 2) Escurrimos y vaciamos cada mitad con mucho cuidado con la ayuda de una cuchara. 3) Colocamos las mitades en una bandeja de horno sazonamos y aderezamos con un hilo de aceite de oliva. 4) Horneamos durante 15 minutos a 170º. 5) Mientras se asan las berenjenas sofreímos en una sartén con dos cucharadas de aceite de oliva la cebolla y el ajo picado finamente. Añadimos la carne de la berenjena cortado en trozos pequeños y dejamos que se haga el conjunto a fuego lento 5 minutos. 6) Sazonamos añadimos un poco de nuez moscada y el tomate concentrado. 7) Añadimos la carne picada y dejamos que se cocine removiendo de vez en cuando durante 8 minutos. 8) Sacamos las berenjenas del horno rellenamos con el sofrito anterior cubrimos con queso rallado y gratinamos 5 minutos en el horno. 9) Servimos y degustamos las berenjenas rellenas de carne. 
Espinacas a la crema de queso y almendras,Verduras y guarniciones,https://www.eladerezo.com/recetas/espinacas-a-la-crema-de-queso-y-almendras.html,,7 ingredientes: 500 g espinacas - 200 g Nata líquida para montar 35% M. G. - 100 g Queso Philadelphia - 50 g Almendras - 1 cucharadita Mantequilla - Aceite de oliva virgen - sal,Instrucciones: 1) En cuanto empiece a hervir echamos las hojas de las espinacas lavadas. 2) Dejamos un minuto y sacamos en un bol con agua fría para mantener intacto el verdor de las hojas. 3) Mientras en un cazo ponemos a calentar la mantequilla. 4) Cuando esté caliente añadimos la almendra en granillo. 5) Removemos hasta que se dore e incorporamos la nata y el queso de untar. 6) Con la ayuda de unas varillas removemos hasta que el queso se deshaga y espese la salsa. 7) Dejamos un par de minutos al fuego. 8) Mientras salteamos las espinacas en una sartén con un hilo de aceite de oliva. 9) Repartimos las espinacas en platos y cubrimos con un poco de la crema de queso y almendras. 10) Servimos y degustamos nuestras fabulosas espinacas a la crema. 
Pak Choy con queso y gambas,Verduras y guarniciones,https://www.eladerezo.com/recetas/receta-de-pak-choy-con-queso-y-gambas.html,4,8 ingredientes: 4 Pak Choi - 16 gambas - queso - Aceite de oliva - sal - Salsa de soja - 1/2 lima - jengibre,Instrucciones: 1) En este tiempo colocamos en una sartén pequeña cinco cucharadas de aceite de oliva virgen extra y confitamos durante cinco minutos a baja temperatura un par de rodajas de jengibre fresco. Pasado los cinco minutos retiramos del fuego y dejamos reposar otros cinco minutos. 2) Escurrimos y añadimos unas gotas de salsa de soja y una cucharada de café de zumo de lima. Reservamos. 3) Sacamos el Pak Choy sobre una bandeja de horno sazonamos con sal y cubrimos cada mitad con queso parmesano rallado. Aderezamos con unas gotas de aceite de oliva aromatizado y gratinamos unos minutos. 4) En este tiempo salteamos las gambas en una sartén con unas gotas del aceite anterior y cuando saquemos la verdura del horno colocamos un par de gambas encima de cada mitad. 5) Servimos en platos aderezamos de nuevo con unas gotas del aceite que teníamos reservado y degustamos. 
Berenjenas Rellenas de beicon e higos,Verduras y guarniciones,https://www.eladerezo.com/recetas/berenjenas-rellenas.html,4,8 ingredientes: 2 berenjenas - 200 g Bacon - 1 cebolleta - 8 higos - Queso rallado - Aceite de oliva - sal - pimienta negra,Instrucciones: 1) Sacamos y vaciamos el interior de las berenjenas con la ayuda de una cuchara que reservaremos en un bol teniendo la precaución de no romper la piel. 2) A continuación pochamos en una sartén la cebolleta. Cuando la veamos transparente añadimos el beicon. 3) Sazonamos y removemos. 4) Cuando empiece a soltar la grasa el beicon incorporamos 4 higos pelados y cortados en trozos muy pequeños. 5) Dejamos que se rehogue el conjunto unos minutos y añadimos la pulpa de la berenjena. 6) Removemos y rellenamos las cuatro partes de las berenjenas con esta mezcla. 7) Cubrimos con queso rallado. 8) Aderezamos con un hilo de aceite de oliva y colocamos en la parte superior de cada trozo de berenjena un higo cortado en cuartos. 9) Introducimos en el horno previamente precalentado a 180º y dejamos que se terminen de hacer las berenjenas. 10) Cuando veamos que el queso está dorado sacamos y servimos las Berenjenas Rellenas en platos. 
Pastel de Patatas y Calabacín,Verduras y guarniciones,https://www.eladerezo.com/recetas/receta-pastel-de-patatas-y-calabacin.html,4,12 ingredientes: 1 base hojaldre - 250 g patatas - 200 g calabacines - 1 cebolla - 1 Pimiento rojo - 4 huevos - 200 ml Nata líquida para montar 35% M. G. - Queso rallado - 8 Tomates cherry - sal - Pimienta - Aceite de oliva,Instrucciones: 1) Cubrimos su interior con legumbres (garbanzos o alubias) e introducimos en el centro del horno previamente calentado a 180º 10 minutos. 2) Mientras blanqueamos las patatas y el calabacín por separado 5 minutos en agua hirviendo con sal. Sacamos a un escurridor refrescamos con agua fría y reservamos. 3) En una sartén con aceite de oliva pochamos la cebolla limpia y cortada en tiras finas (juliana). Cuando la veamos que se empieza a transparentar añadimos el pimiento rojo limpio y cortado en tiras. 4) Dejamos que se haga a fuego lento-medio durante 5 minutos. Sacamos sobre un bol bien escurrido. 5) Mezclamos en un bol las patatas el calabacín y el sofrito todo bien escurrido. 6) Sacamos el hojaldre del horno retiramos las legumbres de su interior y rellenamos con la mezcla anterior. 7) En un cuenco batimos los huevos la nata sal al gusto y una pizca de pimienta. 8) Vertemos con cuidado sobre las verduras colocamos los tomates cherry cortados por la mitad encima y espolvoreamos un poco de queso rallado. Introducimos otra vez en la mitad del horno 60 minutos a 180º. 9) Cuando pase la hora pinchamos con un cuchillo y si vemos que sale limpio apagamos el horno y dejamos que se temple el pastel de patatas y calabacín en su interior. 10) Si sale manchado dejamos cinco minutos mas. 11) Cuando este templado cortamos en porciones y servimos. 
Endibias con jamón ibérico y crema de queso gorgonzola,Verduras y guarniciones,https://www.eladerezo.com/recetas/endibias-con-jamon-iberico-y-crema-de-queso-gorgonzola.html,4,7 ingredientes: 4 endibias - 4 lonchas jamón ibérico - 100 g Queso Gorgonzola - 50 ml nata líquida - Aceite de oliva virgen - Orégano seco - sal,Instrucciones: 1)  En una olla o en la Thermomix cocemos al vapor las endibias. En 15 minutos están en su punto. 2)  Dejamos templar sobre papel absorbente. 3)  En lo que se templan las endibias ponemos en un cazo el queso gorgonzola y la nata. 4)  Llevamos a ebullición y con unas varillas removemos para que se deshaga el queso bajamos el fuego al mínimo y dejamos cinco minutos removiendo de vez en cuando. 5)  Cortamos las endibias en cuartos y doramos en una sartén con unas gotas de aceite de oliva. 6)  Enrollamos cada trozo de endivia con la mitad de cada loncha de jamón ibérico. 7)  Colocamos todos los cuartos sobre una bandeja o plato para servir como aperitivo. 8)  En un mortero machacamos el orégano con tres o cuatro cucharadas de aceite de oliva virgen extra no hace falta triturarlo. Aderezamos las endibias con esta mezcla. 9)  Sazonamos con sal en escamas y por último ponemos la crema de queso gorgonzola. 10) Servimos y degustamos estas fabulosas endibias con jamón ibérico y crema de queso gorgonzola. 
Alcachofas rellenas de jamón ibérico,Verduras y guarniciones,https://www.eladerezo.com/recetas/alcachofas-rellenas-de-jamon-iberico.html,4,8 ingredientes: 8 Alcachofas - 70 g jamón ibérico - 1/2 cebolleta - 1/2 cucharada harina - 100 ml Leche entera - nuez moscada - Aceite de oliva virgen - sal,"Instrucciones: 1) Limpiamos las alcachofas quitando las hojas exteriores hasta que veamos que llegamos a la capa de hojas tiernas. Cortamos con un cuchillo afilado la punta de la alcachofa y el tronco. 2) Vamos echando a la cazuela donde tenemos el agua cociendo. Así hasta terminar de limpiar todas las las alcachofas. Dejamos cocer a fuego medio 15 minutos. 3) Comprobamos que están cocidas si es así sacamos y escurrimos si por el contrario están duras dejamos cocer otros 5 minutos más antes de sacarlas del agua. 4) Mientras se escurren preparamos en una sartén con 3 cucharas de aceite de oliva un sofrito con la cebolleta y el jamón bien picadito cuando veamos la cebolla un poco dorada añadimos el tronco y la base de las alcachofas que se lo habremos cortado anteriormente para que se nos queden bien de ""pie"". 5) Aplastamos bien con un tenedor hasta conseguir una pasta e incorporamos la harina a la sartén removemos durante un minuto y echamos la leche. 6) Removemos bien con unas varillas para que no se nos formen grumos hasta conseguir una bechamel fina. 7) Colocamos las alcachofas rellenas en una bandeja de horno con la base hacia abajo aplastamos un poco las hojas de su interior y rellenamos con la bechamel. 8) Introducimos a gratinar durante 8 minutos en el horno a 200º. 9) Cuando veamos la superficie dorada sacamos y degustamos estas exquisitas alcachofas rellenas. "
Puerros gratinados con jamón,Verduras y guarniciones,https://www.eladerezo.com/recetas/puerros-gratinados-con-jamon.html,4,7 ingredientes: 12 puerros - 1 punta jamón ibérico - 8 lonchas queso - 3 Tomates deshidratados - 60 g pepinillos - Aceite de oliva virgen - sal,Instrucciones: 1) Los ponemos a cocer en una cazuela con abundante agua y una pizca de sal durante 10-15 minutos dependiendo de su grosor. Cuanto más finos menos tiempo de cocción. 2) Escurrimos y reservamos. 3) Mientras se cuecen los puerros picamos el jamón en la Thermomix o con la batidora. También nos servirá cortar el jamón en dados pequeños. 4) Después de picarlo en la batidora o Thermomix retiramos a un bol y añadimos (donde picamos anteriormente el jamón) los pepinillos y el tomate deshidratado que habremos tenido macerando una hora en 5 cucharadas de aceite de oliva y el aceite de su maceración. 5) Picamos un par unos segundos y reservamos. 6) En una fuente para horno colocamos los puerros. Les cubrimos con las lonchas de queso y por encima de este repartiremos el jamón picado. 7) Gratinamos 5 minutos a 200º. 8) Servimos en los platos acompañando los puerros gratinados con un poco de la vinagreta de tomates deshidratados y pepinillos. 
Menestra de verduras,Verduras y guarniciones,https://www.eladerezo.com/recetas/menestra-de-verduras.html,4,6 ingredientes: 750 g Menestra de Verduras - 1 punta jamón serrano - 1/2 cebolleta - Aceite de oliva virgen - 1 cucharadita pimentón dulce - sal,Instrucciones: 1) Escurrimos y reservamos. 2) En una sartén con tres o cuatro cucharadas de aceite de oliva salteamos un par de minutos el jamón cortado en lascas y añadimos la cebolleta cortada en juliana. 3) Dejamos que se haga la cebolleta un par de minutos y añadimos la cucharada de pimentón y las verduras. 4) Salteamos todo el conjunto tapamos y dejamos que se sofría un par de minutos. 5) Servimos y degustamos esta receta sana y deliciosa que os aproveche la menestra. 
Preparamos la bechamel,Verduras y guarniciones,https://www.eladerezo.com/recetas/coles-de-bruselas-con-bechamel.html,4,8 ingredientes: 500 g Coles de Bruselas - 1 punta jamón serrano - 1 plancha hojaldre - 1 cucharada Harina - 250 ml Leche entera - Aceite de oliva virgen - sal - nuez moscada,"Instrucciones: 1) Lavamos y colocamos en una cazuela cubiertas de agua una pizca de sal y un hilo de aceite de oliva. 2) Dejamos cocer 20 minutos a fuego medio. Dejamos templar en el agua de la cocción. Escurrimos y reservamos. 3) Estiramos la plancha de hojaldre colocamos en un molde apropiado. En mi caso corte un disco de unos 15 centímetros y lo coloqué en un molde. El trozo que de hojaldre que me sobró le recorte de tal forma que me salió una placa rectangular de 15 X 8 cm. 4) Con los recortes finales elaboré un borde que puse en la placa rectangular con la ayuda de un pincel untado de agua como ""pegamento"". 5) Colocamos ambas preparaciones en la bandeja del horno. Colocamos por encima del molde redondo las coles de Bruselas. El rectangular nos esperamos a tener elaborada la bechamel. 6) Preparamos la bechamel 7) Añadimos la harina sofreímos y añadimos la leche. Removemos con unas varillas hasta que espese y vertemos por encima de las coles de Bruselas y rellenamos el hojaldre rectangular. 8) En este último colocamos una fila de coles de Bruselas. 9) Añadimos por encima unas gotas de aceite de oliva y horneamos con el horno precalentado a 180º 20 minutos. Los 5 últimos en modo ""gratinar"". 10) Sacamos desmoldamos acompañamos con un poco de ensalada... Servimos y degustamos . <<Elaboración de las Coles de Bruselas>> 1) Lavamos y colocamos en una cazuela cubiertas de agua una pizca de sal y un hilo de aceite de oliva. 2) Dejamos cocer 20 minutos a fuego medio. Dejamos templar en el agua de la cocción. Escurrimos y reservamos. 3) Estiramos la plancha de hojaldre colocamos en un molde apropiado. En mi caso corte un disco de unos 15 centímetros y lo coloqué en un molde. El trozo que de hojaldre que me sobró le recorte de tal forma que me salió una placa rectangular de 15 X 8 cm. 4) Con los recortes finales elaboré un borde que puse en la placa rectangular con la ayuda de un pincel untado de agua como ""pegamento"". 5) Colocamos ambas preparaciones en la bandeja del horno. Colocamos por encima del molde redondo las coles de Bruselas. El rectangular nos esperamos a tener elaborada la bechamel. . <<Preparamos la bechamel>> 1) Añadimos la harina sofreímos y añadimos la leche. Removemos con unas varillas hasta que espese y vertemos por encima de las coles de Bruselas y rellenamos el hojaldre rectangular. 2) En este último colocamos una fila de coles de Bruselas. 3) Añadimos por encima unas gotas de aceite de oliva y horneamos con el horno precalentado a 180º 20 minutos. Los 5 últimos en modo ""gratinar"". 4) Sacamos desmoldamos acompañamos con un poco de ensalada... Servimos y degustamos "
Lasaña de acelgas y foie-gras de pato,Verduras y guarniciones,https://www.eladerezo.com/recetas/lasana-de-acelgas-foie-gras-de-pato.html,,8 ingredientes: 500 g Coles de Bruselas - 1 punta jamón serrano - 1 plancha hojaldre - 1 cucharada Harina - 250 ml Leche entera - Aceite de oliva virgen - sal - nuez moscada,"Instrucciones: 1) Añadimos la harina sofreímos y añadimos la leche. Removemos con unas varillas hasta que espese y vertemos por encima de las coles de Bruselas y rellenamos el hojaldre rectangular. 2) En este último colocamos una fila de coles de Bruselas. 3) Añadimos por encima unas gotas de aceite de oliva y horneamos con el horno precalentado a 180º 20 minutos. Los 5 últimos en modo ""gratinar"". 4) Sacamos desmoldamos acompañamos con un poco de ensalada... Servimos y degustamos "
